LA No.,LA Name,LAEstab (at Apr 19),School Name (at Apr 19),Eligible Pupils,Total Allocation,October/February payment,April payment
928,Northamptonshire,9282157,Stimpson Avenue Academy,349,19490,11369,8121
928,Northamptonshire,9282158,Cedar Road Primary School,360,19600,11433,8167
928,Northamptonshire,9282159,St Andrews Church of England Primary School,261,18610,10856,7754
928,Northamptonshire,9282161,Falconers Hill Academy,231,18310,10681,7629
928,Northamptonshire,9282162,Headlands Primary School,366,19660,11468,8192
928,Northamptonshire,9282163,Oakway Academy,525,21250,12396,8854
928,Northamptonshire,9282164,Malcolm Arnold Preparatory School,178,17780,10372,7408
928,Northamptonshire,9282167,Rushden Primary Academy,136,17360,10127,7233
928,Northamptonshire,9282168,St Barnabas Church of England School,118,17180,10022,7158
928,Northamptonshire,9282173,Hazel Leys Academy,178,17780,10372,7408
928,Northamptonshire,9282177,Abington Vale Primary School,387,19870,11591,8279
928,Northamptonshire,9282178,Danesholme Junior Academy,344,19440,11340,8100
928,Northamptonshire,9282179,St Brendans Catholic Primary School,295,18950,11054,7896
928,Northamptonshire,9282190,Lings Primary School,240,18400,10733,7667
928,Northamptonshire,9282194,Danesholme Infant Academy,179,17790,10378,7412
928,Northamptonshire,9282200,Ecton Village Primary School,64,16640,9707,6933
928,Northamptonshire,9282201,Compass Primary Academy,344,19440,11340,8100
928,Northamptonshire,9282202,Rectory Farm Primary School,170,17700,10325,7375
928,Northamptonshire,9282207,Mears Ashby Church of England Primary School,67,16670,9724,6946
928,Northamptonshire,9282209,Ecton Brook Primary School,515,21150,12338,8812
928,Northamptonshire,9282211,Kettering Park Junior Academy,350,19500,11375,8125
928,Northamptonshire,9282214,Nicholas Hawksmoor Primary School,369,19690,11486,8204
928,Northamptonshire,9282219,East Hunsbury Primary School,399,19990,11661,8329
928,Northamptonshire,9282220,Simon de Senlis Primary School,381,19810,11556,8254
928,Northamptonshire,9282222,Brambleside Primary School,359,19590,11428,8162
928,Northamptonshire,9282223,Preston Hedges Primary School,360,19600,11433,8167
928,Northamptonshire,9282224,Bracken Leas Primary School,350,19500,11375,8125
928,Northamptonshire,9282225,Ashby Fields Primary School,345,19450,11346,8104
928,Northamptonshire,9282227,Hall Meadow Primary School,177,17770,10366,7404
928,Northamptonshire,9282228,Woodland View Primary School,359,19590,11428,8162
928,Northamptonshire,9282229,Collingtree Church of England Primary School,144,17440,10173,7267
928,Northamptonshire,9282233,Pineham Barns Primary School,22,16220,9462,6758
928,Northamptonshire,9283004,Barby Church of England Primary School,108,17080,9963,7117
928,Northamptonshire,9283007,Boddington Church of England Voluntary School,46,16460,9602,6858
928,Northamptonshire,9283011,Braunston Church of England Primary School,169,17690,10319,7371
928,Northamptonshire,9283017,Cottingham CofE Primary School Academy Trust,122,17220,10045,7175
928,Northamptonshire,9283018,Cranford Church of England Primary School,84,16840,9823,7017
928,Northamptonshire,9283032,Greens Norton Church of England Primary School,111,17110,9981,7129
928,Northamptonshire,9283035,Hartwell Primary School,177,17770,10366,7404
928,Northamptonshire,9283039,Kilsby Church of England Primary School,80,16800,9800,7000
928,Northamptonshire,9283042,Loddington CofE (VA) Primary School,90,16900,9858,7042
928,Northamptonshire,9283045,Milton Parochial Primary School,82,16820,9812,7008
928,Northamptonshire,9283046,Naseby Church of England Primary Academy,66,16660,9718,6942
928,Northamptonshire,9283053,Ringstead Church of England Primary School,74,16740,9765,6975
928,Northamptonshire,9283057,Silverstone Church of England Primary School,188,17880,10430,7450
928,Northamptonshire,9283068,Weldon Church of England Primary School,171,17710,10331,7379
928,Northamptonshire,9283073,Freemans Endowed Church of England Junior Academy,239,18390,10728,7662
928,Northamptonshire,9283076,Welton Church of England Academy,103,17030,9934,7096
928,Northamptonshire,9283082,Wilbarston Church of England Primary School,99,16990,9911,7079
928,Northamptonshire,9283086,Woodford Halse Church of England Primary Academy,171,17710,10331,7379
928,Northamptonshire,9283090,St Lukes Church of England Primary School,360,19600,11433,8167
928,Northamptonshire,9283091,Weston Favell CofE Primary School,361,19610,11439,8171
928,Northamptonshire,9282243,"St Marys CE Primary Academy, Burton Latimer",289,18890,11019,7871
928,Northamptonshire,9283307,Chacombe CEVA Primary Academy,84,16840,9823,7017
928,Northamptonshire,9283312,Culworth Church of England Primary Academy,100,17000,9917,7083
928,Northamptonshire,9283316,Great Addington CofE Primary School,90,16900,9858,7042
928,Northamptonshire,9283318,Guilsborough Church of England (Aided) Primary School,142,17420,10162,7258
928,Northamptonshire,9283320,Isham Church of England Primary School,86,16860,9835,7025
928,Northamptonshire,9283322,St Marys Church of England Voluntary Aided Primary School,226,18260,10652,7608
928,Northamptonshire,9283333,Pytchley Endowed Church of England Primary School,91,16910,9864,7046
928,Northamptonshire,9283336,Staverton Church of England Voluntary Primary School,91,16910,9864,7046
928,Northamptonshire,9283344,"St Loys Church of England Primary Academy, Weedon Lois",71,16710,9748,6962
928,Northamptonshire,9283346,Finedon Mulso Church of England Junior School,173,17730,10343,7387
928,Northamptonshire,9283348,St James Church of England Primary School,353,19530,11393,8137
928,Northamptonshire,9283350,St Marys Catholic Primary School,175,17750,10354,7396
928,Northamptonshire,9283354,St Gregorys Catholic Primary School,320,19200,11200,8000
928,Northamptonshire,9283355,The Good Shepherd Catholic Primary School,314,19140,11165,7975
928,Northamptonshire,9283408,St Edwards Catholic Primary School,182,17820,10395,7425
928,Northamptonshire,9283502,St Thomas More Catholic Primary School,185,17850,10413,7437
928,Northamptonshire,9283509,Our Lady of Walsingham Catholic Primary School,323,19230,11218,8012
928,Northamptonshire,9283513,Oakley Vale Primary School,359,19590,11428,8162
928,Northamptonshire,9283515,Towcester Church of England Primary School,297,18970,11066,7904
928,Northamptonshire,9284005,Caroline Chisholm School,359,19590,11428,8162
928,Northamptonshire,9284018,Northampton International Academy,36,16360,9543,6817
928,Northamptonshire,9284020,Wootton Park School,52,16520,9637,6883
928,Northamptonshire,9284066,The Duston School,149,17490,10203,7287
928,Northamptonshire,9285208,Woodnewton- A Learning Community,702,23020,13428,9592
928,Northamptonshire,9285212,Welford Sibbertoft and Sulby Endowed School,83,16830,9818,7012
928,Northamptonshire,9286908,Kettering Buccleuch Academy,359,19590,11428,8162
928,Northamptonshire,9287000,Daventry Hill School,42,16420,9578,6842
928,Northamptonshire,9287002,Purple Oaks Academy,39,16390,9561,6829
928,Northamptonshire,9287020,Billing Brook Special School,79,16790,9794,6996
928,Northamptonshire,9287026,Kingsley School,118,17180,10022,7158
928,Northamptonshire,9287033,Maplefields Academy,32,16320,9520,6800
928,Northamptonshire,9282020,Studfall Junior Academy,467,20670,12058,8612
928,Northamptonshire,9282021,Studfall Infant Academy,230,18300,10675,7625
928,Northamptonshire,9282038,Farthinghoe Primary School,35,16350,9538,6812
928,Northamptonshire,9282131,Old Stratford Primary School,159,17590,10261,7329
928,Northamptonshire,9282237,Parklands Primary School,355,19550,11404,8146
928,Northamptonshire,9283040,Kislingbury Primary School,129,17290,10086,7204
928,Northamptonshire,9283058,Spratton Church of Engand Primary School,57,16570,9666,6904
928,Northamptonshire,9283508,Upton Meadows Primary School,354,19540,11398,8142
928,Northamptonshire,9282238,Lumbertubs Primary School,170,17700,10325,7375
928,Northamptonshire,9282241,Ruskin Academy,282,18820,10978,7842
928,Northamptonshire,9282240,Warwick Academy,318,19180,11188,7992
928,Northamptonshire,9282235,Blackthorn Primary School,286,18860,11002,7858
928,Northamptonshire,9282242,Olympic Primary,321,19210,11206,8004
928,Northamptonshire,9282236,Newton Road School,239,18390,10728,7662
928,Northamptonshire,9281108,The Spires Academy,28,16280,9497,6783
928,Northamptonshire,9282234,The Radstone Primary School,28,16280,9497,6783
928,Northamptonshire,9287003,Red Kite Academy,26,16260,9485,6775
928,Northamptonshire,9282004,Bozeat Community Primary School,130,17300,10092,7208
928,Northamptonshire,9282057,Hawthorn Community Primary School,261,18610,10856,7754
928,Northamptonshire,9282066,Little Harrowden Community Primary School,179,17790,10378,7412
928,Northamptonshire,9282166,Kingsley Primary School,324,19240,11223,8017
928,Northamptonshire,9282169,The Abbey Primary School,349,19490,11369,8121
928,Northamptonshire,9282192,Standens Barn Primary School,351,19510,11381,8129
928,Northamptonshire,9282232,Irchester Community Primary School,347,19470,11358,8112
928,Northamptonshire,9283000,Trinity Church of England Primary School,122,17220,10045,7175
928,Northamptonshire,9283006,Blakesley Church of England Primary School,87,16870,9841,7029
928,Northamptonshire,9283048,Oundle Church of England Primary School,360,19600,11433,8167
929,Northumberland,9292000,Cramlington Village Primary School,140,17400,10150,7250
929,Northumberland,9292001,Adderlane Academy,75,16750,9771,6979
929,Northumberland,9292003,Whitfield CofE Primary School,27,16270,9491,6779
929,Northumberland,9292220,Prudhoe West Academy,203,18030,10518,7512
929,Northumberland,9292354,Abbeyfields First School,240,18400,10733,7667
929,Northumberland,9292010,Croftway Academy,333,19330,11276,8054
929,Northumberland,9292405,Morpeth Road Academy,326,19260,11235,8025
929,Northumberland,9292008,Malvins Close Academy,351,19510,11381,8129
929,Northumberland,9293770,Ss Peter and Pauls Catholic Primary Academy,149,17490,10203,7287
929,Northumberland,9293917,St Matthews Catholic Primary School,103,17030,9934,7096
929,Northumberland,9294000,Morpeth Chantry Middle School,260,18600,10850,7750
929,Northumberland,9294150,Ponteland Community Middle School,309,19090,11136,7954
929,Northumberland,9294168,Meadowdale Academy,231,18310,10681,7629
929,Northumberland,9294309,Morpeth Newminster Middle School,268,18680,10897,7783
929,Northumberland,9294441,Hexham Middle School,235,18350,10704,7646
929,Northumberland,9296905,Bede Academy,542,21420,12495,8925
929,Northumberland,9296906,NCEA Dukes Secondary School,1138,27380,15972,11408
929,Northumberland,9295201,Thropton Village First School,30,16300,9508,6792
929,Northumberland,9292005,Shaftoe Trust Academy,106,17060,9952,7108
929,Northumberland,9293423,Harbottle Church of England First School,18,16180,9438,6742
929,Northumberland,9294802,Dr Thomlinson Church of England Middle School,108,17080,9963,7117
929,Northumberland,9297018,Hexham Priory School,38,16380,9555,6825
929,Northumberland,9294009,Haltwhistle Middle Academy,74,16740,9765,6975
929,Northumberland,9292007,Haltwhistle First Academy,151,17510,10214,7296
929,Northumberland,9295950,NCEA Castle School,43,16430,9584,6846
929,Northumberland,9292044,Belsay Primary School,61,16610,9689,6921
929,Northumberland,9292215,Ponteland Primary School,267,18670,10891,7779
929,Northumberland,9292526,Darras Hall Primary School,389,19890,11603,8287
929,Northumberland,9293133,"Heddon-On-the-Wall, St Andrews Church of England Primary School",117,17170,10016,7154
929,Northumberland,9294800,Richard Coates Church of England School,235,18350,10704,7646
931,Oxfordshire,9311106,Meadowbrook College,6,6000,3500,2500
931,Oxfordshire,9312000,John Henry Newman Academy,257,18570,10833,7737
931,Oxfordshire,9312001,Hornton Primary School,71,16710,9748,6962
931,Oxfordshire,9312003,Dashwood Banbury Academy,276,18760,10943,7817
931,Oxfordshire,9312004,Cutteslowe Primary School,275,18750,10938,7812
931,Oxfordshire,9312007,Abbey Woods Academy,157,17570,10249,7321
931,Oxfordshire,9312008,Tyndale Community School,210,18100,10558,7542
931,Oxfordshire,9312009,Wheatley Church of England Primary School,265,18650,10879,7771
931,Oxfordshire,9312010,"St Christophers Church of England School, Cowley",341,19410,11323,8087
931,Oxfordshire,9312012,GEMS Didcot Primary Academy,120,17200,10033,7167
931,Oxfordshire,9312013,Eynsham Community Primary School,323,19230,11218,8012
931,Oxfordshire,9312015,Bayards Hill School,322,19220,11212,8008
931,Oxfordshire,9312016,Millbrook Primary School,332,19320,11270,8050
931,Oxfordshire,9312019,William Morris Primary School,97,16970,9899,7071
931,Oxfordshire,9312020,New Marston Primary School,283,18830,10984,7846
931,Oxfordshire,9312021,West Kidlington Primary and Nursery School,307,19070,11124,7946
931,Oxfordshire,9312053,Harriers Banbury Academy,372,19720,11503,8217
931,Oxfordshire,9312056,Hill View Primary School,421,20210,11789,8421
931,Oxfordshire,9312211,Glory Farm Primary School,364,19640,11457,8183
931,Oxfordshire,9312250,Brize Norton Primary School,100,17000,9917,7083
931,Oxfordshire,9312251,Burford Primary School,90,16900,9858,7042
931,Oxfordshire,9312255,Edith Moorhouse Primary School,217,18170,10599,7571
931,Oxfordshire,9312303,Tower Hill Community Primary School,170,17700,10325,7375
931,Oxfordshire,9312304,Queen Emmas Primary School,207,18070,10541,7529
931,Oxfordshire,9312452,Chalgrove Community Primary School,152,17520,10220,7300
931,Oxfordshire,9312534,Wolvercote Primary School,220,18200,10617,7583
931,Oxfordshire,9312561,Faringdon Infant School,164,17640,10290,7350
931,Oxfordshire,9312562,Faringdon Junior School,321,19210,11206,8004
931,Oxfordshire,9312566,South Moreton Primary School,134,17340,10115,7225
931,Oxfordshire,9312567,St Johns Primary School,174,17740,10348,7392
931,Oxfordshire,9312572,Watchfield Primary School,279,18790,10961,7829
931,Oxfordshire,9312573,Charlton Primary School,342,19420,11328,8092
931,Oxfordshire,9312574,Rush Common School,348,19480,11363,8117
931,Oxfordshire,9312593,Pegasus School,357,19570,11416,8154
931,Oxfordshire,9312596,Cholsey Primary School,250,18500,10792,7708
931,Oxfordshire,9312597,Manor School,402,20020,11678,8342
931,Oxfordshire,9312598,Thameside Primary School,156,17560,10243,7317
931,Oxfordshire,9312607,Southwold County Primary School,273,18730,10926,7804
931,Oxfordshire,9312609,Ladygrove Park Primary School,356,19560,11410,8150
931,Oxfordshire,9313004,Wroxton Church of England Primary School,95,16950,9888,7062
931,Oxfordshire,9313005,Sibford Gower Endowed Primary School,104,17040,9940,7100
931,Oxfordshire,9313022,"St Marys Church of England Primary School, Banbury",152,17520,10220,7300
931,Oxfordshire,9313040,Finstock Church of England Primary School,67,16670,9724,6946
931,Oxfordshire,9313124,Leafield Church of England Primary School,82,16820,9812,7008
931,Oxfordshire,9313127,Standlake Church of England Primary School,107,17070,9958,7112
931,Oxfordshire,9313128,North Leigh Church of England (Controlled) School,155,17550,10238,7312
931,Oxfordshire,9313130,Stanton Harcourt CofE Primary School,88,16880,9847,7033
931,Oxfordshire,9313131,Bampton CofE Primary School,119,17190,10028,7162
931,Oxfordshire,9313144,Tackley Church of England Primary School,84,16840,9823,7017
931,Oxfordshire,9313147,Hanborough Manor CofE School,176,17760,10360,7400
931,Oxfordshire,9313161,Horspath Church of England Primary School,119,17190,10028,7162
931,Oxfordshire,9313167,Garsington Church of England Primary School,179,17790,10378,7412
931,Oxfordshire,9313207,St Marys Church of England Controlled Infant School,58,16580,9672,6908
931,Oxfordshire,9313208,Freeland Church of England Primary School,114,17140,9998,7142
931,Oxfordshire,9313221,Brightwell-Cum-Sotwell Church of England Primary School,87,16870,9841,7029
931,Oxfordshire,9313222,Buckland Church of England Primary School,87,16870,9841,7029
931,Oxfordshire,9313224,St Nicholas CofE Primary School,77,16770,9783,6987
931,Oxfordshire,9313225,"St James Church of England Primary School, Hanney",111,17110,9981,7129
931,Oxfordshire,9313228,Grove Church of England School,138,17380,10138,7242
931,Oxfordshire,9313230,John Blandy Primary School,167,17670,10308,7362
931,Oxfordshire,9313232,Longcot and Fernham Church of England Primary School,108,17080,9963,7117
931,Oxfordshire,9313237,North Hinksey Church of England Primary School,176,17760,10360,7400
931,Oxfordshire,9313239,Shrivenham Church of England Controlled School,157,17570,10249,7321
931,Oxfordshire,9313246,Wantage Church of England Primary School,325,19250,11229,8021
931,Oxfordshire,9313250,The Hendreds Church of England School,115,17150,10004,7146
931,Oxfordshire,9313302,Bishop Carpenter Church of England Aided Primary School,90,16900,9858,7042
931,Oxfordshire,9313351,Bishop Loveday Church of England Primary School,348,19480,11363,8117
931,Oxfordshire,9313420,"Holy Trinity Catholic School, Chipping Norton",181,17810,10389,7421
931,Oxfordshire,9313452,Deddington Church of England Primary School,166,17660,10302,7358
931,Oxfordshire,9313550,"St Peters Church of England School, Alvescot",43,16430,9584,6846
931,Oxfordshire,9313555,St Christophers Church of England School,120,17200,10033,7167
931,Oxfordshire,9313556,"St Josephs Catholic Primary School, Carterton",127,17270,10074,7196
931,Oxfordshire,9313600,The Blake Church of England Primary School,354,19540,11398,8142
931,Oxfordshire,9313605,The Batt Church of England Voluntary Aided Primary School,300,19000,11083,7917
931,Oxfordshire,9313651,"St Peters Church of England Primary School, Cassington",85,16850,9829,7021
931,Oxfordshire,9313655,Dr Souths Church of England Primary School,84,16840,9823,7017
931,Oxfordshire,9313807,Kidmore End Church of England Primary School,174,17740,10348,7392
931,Oxfordshire,9313822,"Our Lady of Lourdes Catholic Primary School, Witney",166,17660,10302,7358
931,Oxfordshire,9313823,"St Thomas More Catholic Primary School, Kidlington",170,17700,10325,7375
931,Oxfordshire,9313825,"St Josephs Catholic Primary School, Banbury",158,17580,10255,7325
931,Oxfordshire,9313826,"St Josephs Catholic Primary School, Thame",173,17730,10343,7387
931,Oxfordshire,9313828,Dr Radcliffes Church of England Primary School,171,17710,10331,7379
931,Oxfordshire,9313836,Our Ladys Roman Catholic Primary School,255,18550,10821,7729
931,Oxfordshire,9313837,Hanwell Fields Community School,317,19170,11183,7987
931,Oxfordshire,9313839,"St John Fisher Catholic Primary School, Littlemore",173,17730,10343,7387
931,Oxfordshire,9313852,Northbourne Church of England Primary School,266,18660,10885,7775
931,Oxfordshire,9313912,Willowcroft Community School,297,18970,11066,7904
931,Oxfordshire,9314002,Europa School UK,388,19880,11597,8283
931,Oxfordshire,9314003,Heyford Park Free School,200,18000,10500,7500
931,Oxfordshire,9314145,St Gregory the Great Catholic School,191,17910,10448,7462
931,Oxfordshire,9317000,Kingfisher School,50,16500,9625,6875
931,Oxfordshire,9317003,"Endeavour Academy, Oxford",2,2000,1167,833
931,Oxfordshire,9317016,Northern House School,83,16830,9818,7012
931,Oxfordshire,9317027,Fitzwaryn School,38,16380,9555,6825
931,Oxfordshire,9312151,Middle Barton Primary School,115,17150,10004,7146
931,Oxfordshire,9312302,Witney Community Primary School,175,17750,10354,7396
931,Oxfordshire,9312022,Sandhills Community Primary School,262,18620,10862,7758
931,Oxfordshire,9312023,Rose Hill Primary School,243,18430,10751,7679
931,Oxfordshire,9312578,Fir Tree Junior School,212,18120,10570,7550
931,Oxfordshire,9313244,"St Nicholas Church of England Infants School and Nursery Class, Wallingford",105,17050,9946,7104
931,Oxfordshire,9312002,Madley Brook Community Primary School,266,18660,10885,7775
931,Oxfordshire,9312025,Windale Primary School,233,18330,10693,7637
931,Oxfordshire,9312024,Orchard Meadow Primary School,285,18850,10996,7854
931,Oxfordshire,9312011,Aureus Primary School,29,16290,9503,6787
931,Oxfordshire,9312017,Longford Park Primary School,23,16230,9468,6762
931,Oxfordshire,9312060,Hardwick Primary School,168,17680,10313,7367
931,Oxfordshire,9312455,Stadhampton Primary School,78,16780,9788,6992
931,Oxfordshire,9312027,Larkrise Primary School,342,19420,11328,8092
931,Oxfordshire,9313243,Sutton Courtenay Church of England Primary School,129,17290,10086,7204
931,Oxfordshire,9313256,Beckley Church of England Primary School,108,17080,9963,7117
931,Oxfordshire,9313657,Wootton-By-Woodstock Church of England Primary School,43,16430,9584,6846
933,Somerset,9332000,Churchfield Church School,394,19940,11632,8308
933,Somerset,9332001,Ashill Community Primary School,26,16260,9485,6775
933,Somerset,9332002,St James Church School,312,19120,11153,7967
933,Somerset,9332003,St John and St Francis Church School,350,19500,11375,8125
933,Somerset,9332004,Manor Court Community Primary School,314,19140,11165,7975
933,Somerset,9332005,Wellesley Park Primary School,318,19180,11188,7992
933,Somerset,9332035,Priorswood Primary School,136,17360,10127,7233
933,Somerset,9332007,Hamp Academy,311,19110,11148,7962
933,Somerset,9332010,Cheddon Fitzpaine Church School,129,17290,10086,7204
933,Somerset,9332011,Hayesdown First School,226,18260,10652,7608
933,Somerset,9332012,Willowdown Primary Academy,144,17440,10173,7267
933,Somerset,9332013,Woolavington Village Primary School,134,17340,10115,7225
933,Somerset,9332014,Castle Primary School,112,17120,9987,7133
933,Somerset,9332015,Buckland St Mary Church of England Primary School,58,16580,9672,6908
933,Somerset,9332016,Kingfisher Primary School,30,16300,9508,6792
933,Somerset,9332017,Primrose Lane Primary School,25,16250,9479,6771
933,Somerset,9332018,Bishops Lydeard Church School,156,17560,10243,7317
933,Somerset,9332021,Nunney First School,28,16280,9497,6783
933,Somerset,9332023,St Michaels Church of England First School,121,17210,10039,7171
933,Somerset,9332024,Minerva Primary School,138,17380,10138,7242
933,Somerset,9332025,Northgate Primary School,23,16230,9468,6762
933,Somerset,9332026,Wembdon St Georges Church School,347,19470,11358,8112
933,Somerset,9332027,Holy Trinity Church of England Primary School,313,19130,11159,7971
933,Somerset,9332029,Hambridge Community Primary School,121,17210,10039,7171
933,Somerset,9332032,Horrington Primary School,104,17040,9940,7100
933,Somerset,9332034,Huish Episcopi Primary School,138,17380,10138,7242
933,Somerset,9332048,Minehead First School,240,18400,10733,7667
933,Somerset,9332064,King Ina CofE Academy (Infants),90,16900,9858,7042
933,Somerset,9332070,Tatworth Primary School,180,17800,10383,7417
933,Somerset,9332102,Avishayes Community Primary School,175,17750,10354,7396
933,Somerset,9332113,Brookside Community Primary School,421,20210,11789,8421
933,Somerset,9332172,Middlezoy Primary School,44,16440,9590,6850
933,Somerset,9332177,Othery Village School,47,16470,9608,6862
933,Somerset,9332180,Puriton Primary School,166,17660,10302,7358
933,Somerset,9332216,North Town Academy,381,19810,11556,8254
933,Somerset,9332250,Wedmore First School Academy,167,17670,10308,7362
933,Somerset,9332309,Huish Primary School,362,19620,11445,8175
933,Somerset,9332312,Pen Mill Infant and Nursery Academy,111,17110,9981,7129
933,Somerset,9332319,St. Michaels Academy,290,18900,11025,7875
933,Somerset,9332325,Westover Green Community School and Autism Centre,365,19650,11463,8187
933,Somerset,9332329,The Redstart Primary School,375,19750,11521,8229
933,Somerset,9333065,Horsington Church School,95,16950,9888,7062
933,Somerset,9333085,Oakhill Church School,121,17210,10039,7171
933,Somerset,9333086,"Old Cleeve CofE School, Washford",101,17010,9923,7087
933,Somerset,9333115,St Cuthberts Church of England Academy Infants and Pre-School,95,16950,9888,7062
933,Somerset,9333123,St Peters Church of England First School,115,17150,10004,7146
933,Somerset,9333184,Norton Fitzwarren Church School,180,17800,10383,7417
933,Somerset,9333189,Staplegrove Church School,171,17710,10331,7379
933,Somerset,9333191,St Andrews Church School,199,17990,10494,7496
933,Somerset,9333225,Axbridge Church of England First School Academy,134,17340,10115,7225
933,Somerset,9333232,East Brent Church of England First School,60,16600,9683,6917
933,Somerset,9333236,Lympsham Church of England Academy,91,16910,9864,7046
933,Somerset,9333237,Mark First and Pre-School CE Academy,111,17110,9981,7129
933,Somerset,9333240,Weare Academy First School,116,17160,10010,7150
933,Somerset,9333283,Preston CofE Primary School,379,19790,11544,8246
933,Somerset,9333353,King Ina Church of England Academy (Juniors),150,17500,10208,7292
933,Somerset,9333489,Holy Trinity Church School,355,19550,11404,8146
933,Somerset,9333493,All Saints Church School,175,17750,10354,7396
933,Somerset,9334001,Bridgwater College Academy,495,20950,12221,8729
933,Somerset,9334002,Steiner Academy Frome,213,18130,10576,7554
933,Somerset,9334257,Oakfield Academy,338,19380,11305,8075
933,Somerset,9334287,Maiden Beech Academy,206,18060,10535,7525
933,Somerset,9334290,Minehead Middle School,271,18710,10914,7796
933,Somerset,9334552,Selwood Academy,361,19610,11439,8171
933,Somerset,9334553,Danesfield Church of England Voluntary Controlled Community Middle School,151,17510,10214,7296
933,Somerset,9334584,Hugh Sexey Church of England Middle School,309,19090,11136,7954
933,Somerset,9335203,Enmore Church of England Primary School,122,17220,10045,7175
933,Somerset,9337000,The Mendip School,31,16310,9514,6796
933,Somerset,9332030,Hemington Primary School,29,16290,9503,6787
933,Somerset,9332033,Otterhampton Primary School,55,16550,9654,6896
933,Somerset,9332226,West Buckland Primary School,71,16710,9748,6962
933,Somerset,9332031,Hatch Beauchamp Church of England Primary School,37,16370,9549,6821
933,Somerset,9333182,North Curry CofE Primary School,140,17400,10150,7250
933,Somerset,9333492,St Vigor & St John Church School,185,17850,10413,7437
933,Somerset,9332043,Leigh On Mendip First School,33,16330,9526,6804
933,Somerset,9332059,Countess Gytha Primary School,133,17330,10109,7221
933,Somerset,9332039,Pawlett Primary School Academy,45,16450,9596,6854
933,Somerset,9332330,Blackbrook Primary School,207,18070,10541,7529
933,Somerset,9332040,North Cadbury Church of England Primary School,78,16780,9788,6992
933,Somerset,9333195,West Monkton Church of England School,323,19230,11218,8012
933,Somerset,9333227,Brent Knoll Church of England Primary School,115,17150,10004,7146
933,Somerset,9333286,Ruishton Church of England School,159,17590,10261,7329
933,Somerset,9337014,Selworthy Special School,39,16390,9561,6829
935,Suffolk,9351110,St Christophers Academy,1,1000,583,417
935,Suffolk,9351111,Alderwood Academy,7,7000,4083,2917
935,Suffolk,9351114,Olive Alternative Provision Academy Suffolk (Central),1,1000,583,417
935,Suffolk,9352000,Langer Primary Academy,140,17400,10150,7250
935,Suffolk,9352001,Gusford Community Primary School,508,21080,12297,8783
935,Suffolk,9352003,Forest Academy,279,18790,10961,7829
935,Suffolk,9352006,Westwood Primary School,179,17790,10378,7412
935,Suffolk,9352010,Westfield Primary Academy,355,19550,11404,8146
935,Suffolk,9352014,Red Oak Primary School,338,19380,11305,8075
935,Suffolk,9352017,Sidegate Primary School,560,21600,12600,9000
935,Suffolk,9352022,Laureate Community Academy,213,18130,10576,7554
935,Suffolk,9352025,Grove Primary School,256,18560,10827,7733
935,Suffolk,9352027,Hillside Primary School,475,20750,12104,8646
935,Suffolk,9352029,Tollgate Primary School,196,17960,10477,7483
935,Suffolk,9352030,Wickhambrook Primary Academy,142,17420,10162,7258
935,Suffolk,9352031,Woolpit Primary Academy,137,17370,10133,7237
935,Suffolk,9352036,Place Farm Primary Academy,351,19510,11381,8129
935,Suffolk,9352040,Burton End Primary Academy,326,19260,11235,8025
935,Suffolk,9352043,Kessingland Church of England Primary Academy,195,17950,10471,7479
935,Suffolk,9352047,Coupals Primary Academy,211,18110,10564,7546
935,Suffolk,9352048,Castle Hill Infant School,186,17860,10418,7442
935,Suffolk,9352050,Castle Hill Junior School,281,18810,10973,7837
935,Suffolk,9352051,Glemsford Primary Academy,168,17680,10313,7367
935,Suffolk,9352052,Reydon Primary School,155,17550,10238,7312
935,Suffolk,9352053,Dell Primary School,343,19430,11334,8096
935,Suffolk,9352054,Kedington Primary Academy,180,17800,10383,7417
935,Suffolk,9352056,Phoenix St Peter Academy,169,17690,10319,7371
935,Suffolk,9352057,St Margarets Primary Academy,339,19390,11311,8079
935,Suffolk,9352058,Aldeburgh Primary School,84,16840,9823,7017
935,Suffolk,9352059,Sprites Primary Academy,343,19430,11334,8096
935,Suffolk,9352060,Bacton Primary School,139,17390,10144,7246
935,Suffolk,9352063,The Albert Pye Community Primary School,317,19170,11183,7987
935,Suffolk,9352064,Ravensmere Infant School,39,16390,9561,6829
935,Suffolk,9352065,Northfield St Nicholas Primary Academy,348,19480,11363,8117
935,Suffolk,9352067,Bungay Primary School,183,17830,10401,7429
935,Suffolk,9352073,Easton Primary School,67,16670,9724,6946
935,Suffolk,9352078,Beccles Primary Academy,205,18050,10529,7521
935,Suffolk,9352080,Edgar Sewter Community Primary School,238,18380,10722,7658
935,Suffolk,9352083,Henley Primary School,90,16900,9858,7042
935,Suffolk,9352086,Holton St Peter Community Primary School,86,16860,9835,7025
935,Suffolk,9352087,St Edmunds Primary School,62,16620,9695,6925
935,Suffolk,9352088,Ilketshall St Lawrence School,84,16840,9823,7017
935,Suffolk,9352090,Martlesham Primary Academy,89,16890,9853,7037
935,Suffolk,9352091,Leiston Primary School,225,18250,10646,7604
935,Suffolk,9352093,St Christophers CEVCP School,253,18530,10809,7721
935,Suffolk,9352096,Mendham Primary School,52,16520,9637,6883
935,Suffolk,9352097,Mendlesham Primary School,84,16840,9823,7017
935,Suffolk,9352098,Middleton Community Primary School,28,16280,9497,6783
